text	Joy	Fear	Anger	Sadness	Surprise
А тут, замість білих лілій, цвітуть пластикові пляшки, пачки з соку та інше сміття <	0	0	0	1	0
Я буду плакати від твоїх твітів.	0	0	0	1	0
					
свідком цих страждань була  . яка щось говорила в той момент коли я товкла автомат	0	0	0	1	0
ми в Арсені в один напакували декілька видів овочів то тітонька на касі нас насварила, щоб такого не робили :(	0	0	0	1	0
прикро, коли нікому дарувати свою турботу.	0	0	0	1	0
усвідомлення того шо я страшна заважає мені жити	0	0	0	1	0
Бо я так і не встигла сходити в кіно на Ex Machina	0	0	0	1	0
Це теж  Але я тупо вже тиждень не можу нормально поїсти	0	0	0	1	0
Тільки понеділок, а вже так здохнути хочеться	0	0	0	1	0
ні. але мені сумно, я розумію, шо кожному своє.	0	0	0	1	0
Я шоь явно пропустила в цьому житті	0	0	0	1	0
Є дещо гірше, ніж поцілувати не ту людину.	0	0	0	1	0
Моя перша магістратура була зовсім не такою цікавою.	0	0	0	1	0
Під кожним сумним твітом тебе чекатиме реплай з милими тваринами  (Все отстой, життя мрак)	0	0	0	1	0
в мене теж сльози навернулися	0	0	0	1	0
сіла слухати стоунед джізес. тако основатільно шоб. тембир проджестерового вокалу мене трішечки бісить. але музіка дуженсько.	0	0	0	1	0
це аж до болі життєво.	0	0	0	1	0
в мене завтра державний екзамен(	0	0	0	1	0
Убрали, тупо всі кіоски прибрали)	0	0	0	1	0
понадруковувала, понавирізала, наламінувала, а малявка взяла і захворіла	0	0	0	1	0
Оу нє, я тіки ремонт зробила, того не можу дозволити собі щось більше ніж плакати	0	0	0	1	0
Твіт підбадьорення  Вибач, що не вмію цього робити	0	0	0	1	0
сумно. а ти якою сферою займаєшся?	0	0	0	1	0
Завтра дорога, а в мене ніякого приємного очікування.	0	0	0	1	0
Дві години через це ридала	0	0	0	1	0
грубість! я через тебе проплакала всю ніч!!	0	0	1	1	0
Намагаюся відволікатися на читання стрічки, але мало допомагає.	0	0	0	1	0
Було погано, мої друзі, які зустрічаються, вдвох підійшли і обняли мене, відразу легше стало.	0	0	0	1	0
в мене води щось нема, досі не можу зібратися:(	0	0	0	1	0
сумна історія про те як шурка шукає квиток на захід незагрубігроші *ви можете зробити цю історію потенційно нетошоб веселою но хорошою	0	0	0	1	0
Я вже більше року як жертва цих знущань	0	0	0	1	0
Коли я помирав,тебе не було поряд.Це був ранок,це був грудень і найменше,чого мені хотілося в цей день-відчувати,що всьому приходить кінець.	0	0	0	1	0
я могла би брати фотки друзів з подорожей, малювати з них картини і дарувати їх... але ж друзі більше не приходять до мене:(	0	0	0	1	0
Один мій знайомий не проігнорив мене, передзвонив і  через три дня вмер	0	0	0	1	0
шкода день валінтіна вже минув	0	0	0	1	0
Отак сиджу і не вірю, що завтра їхати з того чудового міста.	0	0	0	1	0
Бідна, сподіваюся пройде чи стане краще..	0	0	0	1	0
я не плакав через хатіко,  але зараз хочу(	0	0	0	1	0
ну я хз. може варто поїхати зранку і спробувати(	0	0	0	1	0
те все віновлювальне. відео і аудіо - нет. теми контрольних - до старости (ггг), фото - у друзів. але да, неприємність капєц(	0	0	0	1	0
сьогоднішні лавочки боком мені вилазять. хоча де там боком. носом. ротом. свято грибів і форелів.	0	0	0	1	0
Жахлива ситуація, але життя несправедливе.	0	0	0	1	0
Голова болить, а я усвідомлюю, що ще уроки вчити	0	0	0	1	0
Дві глави,а я вже плачу.	0	0	0	1	0
а мені всеодно найбільше шкода Юлю і Маліну. от	0	0	0	1	0
Настільки печально  шо нема навіть норм фоточки, шоб таки взяти участь в тому конкурсі.	0	0	0	1	0
І це трохи сумно.На цьому всьо.	0	0	0	1	0
В мене стільки всього про токіо хотел шо аж викидать жалко.	0	0	0	1	0
Знову не витримала..знову наїлася на вечір..тому що від недоїдання у мене розболілася голова..	0	0	0	1	0
Справді шкода, що не можу гуляти вночі	0	0	0	1	0
Трохи сумно спостерігати в барчику за тим, як симпатичні українки років по 20 заливають до стрьомних старих іноземців.	0	0	0	1	0
Ненавиджу залишатись на одинці із собою, з своїми думками, єдне до чого це призводить так до депресії.	0	0	0	1	0
все що ти маєш і любиш – усе воно буде боліти.	0	0	0	1	0
Та й таке  Перепрошую, якщо образила	0	0	0	1	0
хочеться випити і виплакатись комусь.	0	0	0	1	0
В мене серце розривається дивитись на це перелякане створіннячко	0	0	0	1	0
*останній реплай, шоб ти думав, ніби я повірила*	0	0	0	1	0
/ І тільки в грудях залишились / Любов і біль, сердеч..	0	0	0	1	0
сумна історія про те як мій екс-стоматолог, що в стані алкогольного сп'яніння збив насмерть людину на пішохідному переході, досі працює.	0	0	0	1	0
сумна історія про безсоння і першу пару	0	0	0	1	0
маю бажання зустріти цей рік один-одіньошенька ;)	0	0	0	1	0
І від того я ще більше розревілась.	0	0	0	1	0
на відео бабуся...10 років тому...так гарно виглядає..все таки час безпощадний((	0	0	0	1	0
					
					
Хочу з Ірончиком до тебе в київ.	0	0	0	1	0
обідно що завдання я виконала а мені нахамили, бо я відмовилась співпрацювати і роботу мою використали	0	0	0	1	0
Скільки героїв, і як мало ми про них знаємо.За мирне небо,ось уже скільки років - один день для подяки і свята "Перемоги".	0	0	0	1	0
в мене, на жаль, такого немає((	0	0	0	1	0
я більше не зможу слухати Фіолет, як колись...	0	0	0	1	0
Чудо, яке ніколи не буде моїм.	0	0	0	1	0
нема так погано, щоб не стало ще гірше...ага.	0	0	0	1	0
 в совке козла забівалі. і за півом хаділі з бідоном (плаче)	0	0	0	1	0
*відчуваю, які в мене холодні руки* *згадую, що ніхто мені їх гріти не буде, тільки рукавиці і чай* *усвідомлюю свою самотність*	0	0	0	1	0
зустріла на зупинці симпатичного мальчіка-панка. придивилась в маршрутці - прям молодий Джонні Деп! але іскри немає в очах(( пічаль((	0	0	0	1	0
емоційний стан, як вчора ввечері, тільки ще гірше.	0	0	0	1	0
всьо. мене муче совість за малчіка того. якщо не прийде завтра на консультацію, то замуче остаточно і безповоротно. смуток і журба.	0	0	0	1	0
переписуюсь з однокласником і згадуємо шкільні часи. як прикро, шо про них лишається тільки згадувати. і не вернутись туди. ніколи.	0	0	0	1	0
поговорила вчора з бабцею, вона напустила на мене депресію	0	0	0	1	0
Дякую:) жаль часу і натхнення трохи нехватає . . .	0	0	0	1	0
ще рік тому ми писали про п'яних і орущих ведевешників у фонтанах. сьогодні вітаємо. це дуже сумна історія.	0	0	0	1	0
Певно я нiколи не зрозумiю цей свiт	0	0	0	1	1
шкода шо часи моєї любови до секонд рівер минули. так би на концерд пішла.	0	0	0	1	0
зараз би випадково розплакатись, бо зрозуміла, що скучила))0)	0	0	0	1	0
шкода адекватних українських кримчан. шкода кримських татар.	0	0	0	1	0
і з такими обертами долара відчуваю буде ще дорожче до лютого(	0	0	0	1	0
Найскладніший розрив в моєму житті був вчора, коли з Книжкового Арсеналу довелося виходити.	0	0	0	1	0
щоразу як оновлюється Скайп хочеться плакати і щоразу все більше плакати	0	0	0	1	0
відрізала собі шлях до "щастя" п'ятничним збіговиськом. тепер сиджу слухаю -piensas ya en el amor- і майже плачу. ех.	0	0	0	1	0
Ранок жахливий як нова баба колишнього	0	0	0	1	0
це я по першій сторінці пробіглась а так як стало тепер дуже сумно то у мене все спіть спокійно.	0	0	0	1	0
- що сталося? - життя сталося.	0	0	0	1	0
Го в тг, говорити по телефону немає бажання	0	0	0	1	0
а я вчергове журюся тим, шо у світі бракне простих слів і відкритості, замість дурних слів-вербалізаторів, а то й простої звірячої радості.	0	0	0	1	0
но найгірший і да найпоширеніший варіант вони взагалі поняття не мають, що таке країна. чи Батьківщина. чи бАтьківщина. який стид.	0	0	0	1	0
сумна історія про те як я другий тиждень не можу зрушити із сто тридцять третьої сторінки бота. нуже.	0	0	0	1	0
це теж могло би бути смішно аленє (	0	0	0	1	0
найгірше що я хочу спати. а я не мала б хотіти спати. я виспалась. це валер'янка(	0	0	0	1	0
О, скільки б я хотіла та могла, але , на жаль , залишилась одна - то чуства коли слова з реклами звучать слішком слішком печально	0	0	0	1	0
На стільки не впевнена в собі, що розчаровуюсь і сумніваюсь в своїх діях навіть у сексі.	0	0	0	1	0
нема бажаючих народитись взагалі, ну) *хоча це сумно, бо люди звідтам хороші	0	0	0	1	0
іноді та, саме так і хочеться. а іноді прост нема з ким)	0	0	0	1	0
Жаль, там милашка головний герой, можна поплакати через смерть *спойлер* і така мощьна любовна лінія А взагалі подивися "Love, Simon"	0	0	0	1	0
Вова пожалів. тепер вона мене боїться.	0	0	0	1	0
починається серпень...як підсумок літа...як підсумок мрій та бажань...ще теплий але вже не ніжний, йому у спину дує Осінь...	0	0	0	1	0
сумна історія про те як два слова спокійної ночі можуть бути буквальними в залежності від території куди відправляється смс.	0	0	0	1	0
смисла жизні би не мав.	0	0	0	1	0
А ше вчора випадково купила сендвіч з м'ясом і мені від нього погано було, коли я його їла.	0	0	0	1	0
повір, у нас репертуар куди гірший.	0	0	0	1	0
поганий фільм, 5хв, а я вже плачу)))	0	0	0	1	0
Мені ніби лише 17 а я відчуваю себе старою.	0	0	0	1	0
Дивитися в дзеркало і розуміти, що уродіна.	0	0	0	1	0
Це означає, шо я плачу і всьо.	0	0	0	1	0
від сліз очізапухли і не бачать, яку кнопочку нажимать	0	0	0	1	0
жаль нема кухні на роботі :( а сама не піду обідати...чекаю всіх	0	0	0	1	0
А можна я вже здохну й не мучитимусь?	0	0	0	1	0
саме гірше що мене це вже не дивує( RT Только в Японии / Общий / SpyNet - Спайнет	0	0	0	1	0
(насправді хочу назад в ковдру, спатки. все життя)	0	0	0	1	0
					
Не можу позбутися почуття пригніченості.	0	0	0	1	0
мені реально сьогодні шкода було півсотні за гру. півфінал був кращий. металурги втикали размінку.	0	0	0	1	0
Хочеться побільше днів з друзями, щоб сміятись, веселитись.	0	0	0	1	0
але такий сум в очах(	0	0	0	1	0
половина дня класно,а друга - скучаю на дивані))	0	0	0	1	0
не можу зібратись в купу((	0	0	0	1	0
Прийшов понеділок і стало тяжко і зовсім не весело. . .	0	0	0	1	0
сумна історія про те що гичівський сумденьсум можна слухати вічно	0	0	0	1	0
звичайний день, бувають і гірші	0	0	0	1	0
шось я цей момент упустила і не насолодилась сповна(	0	0	0	1	0
ще ніколи такого не було. і це ж завтра буде ще гірше.	0	0	0	1	0
теплий день, а я на роботі.	0	0	0	1	0
шкода :) всього 5мб лишилось))	0	0	0	1	0
Запізнююсь на фотосесію. . .	0	0	0	1	0
"вигорілі" мами - це дуже сумно	0	0	0	1	0
Спати хочеться,коли немає на це часу.Хочу заснутись і забутись. . .	0	0	0	1	0
А потім стається неочікуване, все йде шкереберть...	0	0	0	1	0
Божечко, що ж вони так...	0	0	0	1	0
Понюхать море мені цього року не світить.	0	0	0	1	0
Мене шось то пригнітило дужи (	0	0	0	1	0
а шо, в жизні є ше якийсь сенс?	0	0	0	1	0
В домі хвора дитина - Наталочка не спить.	0	0	0	1	0
шкода, що народитись і жити трохи геть різні поняття. бо шото ми навіть не так вже й паршиво стоїмо.	0	0	0	1	0
так хочеться в кіно і нічо нема цікавого. там якийсь жахливчик з 31 березня і то хз. хештеги рівне дно кіно доміно	0	0	0	1	0
вчора жахливо тормозив, в мене.	0	0	0	1	0
шкода, що мені не вдасться :с  але влітку, мабуть, буду в вінниці, тому маємо розвіртуалитися :з	0	0	0	1	0
Хотіла 9 грудня поїхати на концерт, а натомість сидітиму дома і буду запивати горе вином.	0	0	0	1	0
це в мене впав рудий фіст ((((	0	0	0	1	0
після бон вояжу треба зважитись. в мене таке відуття, шо я вже важу тонну	0	0	0	1	0
Мені треба очі закапати, а капельки печуть(	0	0	0	1	0
Пару тижнів жила, як овощ, і тепер звичайний зайнятий день викликав нервове перезбудження.	0	0	0	1	0
жаль мій фотік був вчора без карточки :(	0	0	0	1	0
Поки дійде то буде вже несмачна	0	0	0	1	0
Погано, коли в інших людях плутаєш поверхневість з глибиною.	0	0	0	1	0
Польща з вірогідністю 99% нажаль	0	0	0	1	0
Але вечеря вчора була гірша: спочатку піца в Авеню,потім літр розчину марганцівки.	0	0	0	1	0
навіть спати не хочеться:( фізично	0	0	0	1	0
Знову почуваюся неповноцінно поряд з іншими.	0	0	0	1	0
найгірше, що тепер джигар змусе їздити мене в шльомі. ну і гіпс заважає нормально гачкувати.	0	0	0	1	0
журба, не хочу там жити	0	0	0	1	0
А найгірше - що вона лише тяжчає з кожним роком.	0	0	0	1	0
аж плачу через нашого Жана. обідно шо просто хана.	0	0	0	1	0
Коли зранку спиш, а тобі дзвонять з панічними вигадками про екзамен, то волею-неволею переймаєшся ними теж.	0	0	0	1	0
мінутка грусті за тих, хто завтра йде в школу.  мені вас шкода.	0	0	0	1	0
а мій 800 твіт я присвячую безвиході. безвихідь-твій супутник по життю. безвихідь не потрібно купляти - вона і так є.	0	0	0	1	0
і взагалі в "анні кареніній" мені найбільше шкода фру-фру. біднятко.	0	0	0	1	0
подумала: треба не жаліти собі і купити нарешті пудру і в ту ж мить впала стара пудра ...і залишки розсипались на коврик((	0	0	0	1	0
Дуже сумую, коли в приміщенні старих будинків, влаштовують продуктові магазини... із зеленими вітринами:(	0	0	0	1	0
до тла згорів останній шмат надії, розвіяв вітер й попелище	0	0	0	1	0
Сама дуже хочу сходити, але не виходить через роботу.	0	0	0	1	0
ех...завжди пропускаю все найцікавіше...(дівчатам треба швидше вчитись збиратись)	0	0	0	1	0
Знов загальне фото з класом буде без мене((	0	0	0	1	0
Говорити без матів, і тим більш сурдика нізя  Звучить скучновато	0	0	0	1	0
5 квітня 1910 року - день, коли померла романтика на французьких вокзалах.	0	0	0	1	0
не пам`ятаю хто писав, але сто проц відшила.  жаль.	0	0	0	1	0
дитячі зуби зробили мій день сумним.	0	0	0	1	0
Тільки тут вперше пожаліла, що не вмію готувати борщ і не можу ним напхати камарадок.	0	0	0	1	0
на "один день" ридала і вмивалася слізьми	0	0	0	1	0
Якась мені вся їжа без смаку :(	0	0	0	1	1
господи, яка сумна новина гг  P.S. вітаю, жити стало спокійніше.	0	0	0	1	0
і мені весь цей час було сумно і погано. я плакала ночами в подушку і пила валокардін жменями.	0	0	0	1	0
дуже погано себе почуваю, тому вже йду спати. здається, захворіла.	0	0	0	1	0
шось не клеїться у моїм житті.	0	0	0	1	0
занадто втомилася. занадто погано почуваюся. занадто пливе в очах і стріляє в голові. занадто багато роботи.	0	0	0	1	0
Дівчата сказали, шо я худа і плоска :D шо вони хочуть на дієту сісти, але бояться скотитись до моєї ваги :D	0	0	0	1	0
не треба було так довго спати, тепер болить голова.	0	0	0	1	0
Лєна в ужасних гетеромоногамних стосунках((	0	0	0	1	0
Хочеться мати людину, якій можна подзвонити о третій годині ночі і розповісти про все, що мене тривожить.	0	0	0	1	0
Від новин підірвало дах,  Брат на брата - найбільший жах,  Ті брати тепер - я і ти,	0	0	0	1	0
В мене теж плечі широкі і того я за чорну переживаю :/	0	0	0	1	0
До речі, я так ржала з  , він обпік собі ногу.	1	0	0	1	0
Дратую людей ниттям і чєрєзмерною для меее ванільністю	0	0	0	1	0
груснінько, але зате страждаємо разом))0)	0	0	0	1	0
Стів Джерард має ордер. я колись заміж за нього збиралась і гуглила інфу, хаха то він уже був одруженим тоді, печаль да(	0	0	0	1	0
тепер мені трішечки сумно без аднакласніків	0	0	0	1	0
10 хвилин у шкільний їдальні - і моє волосся пропахло смаженим.	0	0	0	1	0
Як же хочеться у відпустку, а її нема.	0	0	0	1	0
остання година відпустки....найгірше моє літо	0	0	0	1	0
але це шо в нього завше такі сумні тексти були (навіть ті шо несумні) *риторичне	0	0	0	1	0
Котеня залізло в підвісний унітаз (в дірку ззаду) і застряло((( пиляєм унітаз.	0	0	0	1	0
маю даже реальний печальний приклад однієї дівчинки	0	0	0	1	0
Завтра в школі кермес (празнік жизні і дітей), а я на нього не потрапляю.	0	0	0	1	0
Та чого ж, може стати гірше.	0	0	0	1	0
так) і в цьому вся печаль)	0	0	0	1	0
скажіть шось цій жінці, бо мене серце болить за такі фото.	0	0	0	1	0
Мені зараз дуже сумно, бо наш старий пес знов попав під роздачу і вже знов на ладан дише( мабуть, це його останні мучєнія(	0	0	0	1	0
Якщо ви колись "відрощували" брови, то ви зрозумієте, як мені зараз печально.	0	0	0	1	0
Вихідні пролітають наче навіжені :(	0	0	0	1	0
Не хочу додому, там понеділок.	0	0	0	1	0
думала, прийду додому, трошки посплю, а ввечері - на майдан. але через те відео тільки розплакалась і розізлилась. вже збираюсь	0	0	0	1	0
Неловка трохи ситуація, я розтірялась замість того, щоб відповісти «так, ще на роботі, дякую».	0	0	0	1	0
аж сльозка побігла. з лівого ока. одна, але моцна.	0	0	0	1	0
Вже скучила за музикою .	0	0	0	1	0
їду до плємяші, ото я заскучала!	0	0	0	1	0
Але не вечір на самоті, коли мені недобре.	0	0	0	1	0
Якщо так, то це сумно.	0	0	0	1	0
що, вже більше ти не рада? куди пропала пристрасть і любов? тобі всерівно вже,чи він,чи зрада. мовчанка. дихання. і без розмов.  зі старого.	0	0	0	1	0
але погодьтесь, це не найгірше, що може наснитись)	0	0	0	1	0
відфолов мене повністю. . .	0	0	0	1	0
Шось Арсеній якийсь злий сьогодні.	0	0	0	1	0
я хочу говорити з людьми, але відчуваю, ніби я набридаю кожному, з ким розмовляю.	0	0	0	1	0
хотіла нарешті випити ліки - їх немає. шик. ще й сьогодні під дощем добряче змокла.	0	0	0	1	0
ну що ти таке говориш((	0	0	0	1	0
Шось нервуюсь і від того шкіра умірає на очах.	0	0	0	1	0
Яка, без перебільшення, страшна трагєдія	0	0	0	1	0
я перестав — втомився, набридло — робити один ритуал. фотографії І. і це, мабуть, сумно.	0	0	0	1	0
Прийде пенсія. . .а друзів нема.всі онлайн...	0	0	0	1	0
Але ж то барци, я плакав.	0	0	0	1	0
Дуже хочу побігати, але мені шкода робити першу пробіжку в нових кросах в цей дощ і мєрзость.	0	0	0	1	0
сумна історія про те як хочеться ТІЄЇ какаушки з ТІЄЮ згущівкою ТАМ. хештег іф'юноввотаймін	0	0	0	1	0
Сумую за такими чистотою і порядком в своєму класі...	0	0	0	1	0
нема часу я ж зранку до вечора на роботі :))ні вікна, ні вільного дня))	0	0	0	1	0
*бо у них немає rss поки і це смуток:журба	0	0	0	1	0
хоча от як не пічально це далеко не найгірший (а може навіть і навпаки) чоловік	0	0	0	1	0
ішла третя година як я сиділа сама у затишній львівській квартирі і чекала з вісілля хазяєвів.	0	0	0	1	0
Але про свій ноутик я ще згадую і сумую за ним :(	0	0	0	1	0
куштувала тірамісу в Римі-тануло в роті!Шкода такого в якості сувеніру не привезеш)	1	0	0	1	0
Сил моїх і довіри ні до кого не залишилось	0	0	0	1	0
мені найгірше було заставити себе лежати в ліжку, але прийшлося змиритися з собою	0	0	0	1	0
З'їздили в гори на тандир ;(	0	0	0	1	0
Хочу гуляти нічним Києвом, але завтра на роботу.	0	0	0	1	0
Шкода шо не можна вам запах сіна і польових квітів затвітити.	0	0	0	1	0
Але найгірше-у нас зараз тихий час і я сиджу в темній спальні.	0	0	0	1	0
Хоть би хтось пригрозив любить	0	0	0	1	0
А вдома знову в сльозах.	0	0	0	1	0
замітила що зняті, як примітивний американський фільм((	0	0	0	1	0
А в мене в тих кісточки випирали(	0	0	0	1	0
І якщо рік назад я припленталася додому перелякано-схвильована у передчутті чогось невідомого, то нині якось важко на душі.	0	0	0	1	0
Сьогодні дуже феєрично впала зі сходів, побила ноги так, що боляче навіть вдягати колготи.	0	0	0	1	0
сумна історія про те шо я нічо не тямлю в праві і істєрю.	0	0	0	1	0
перетреться якось ) не сумуй, сестро	0	0	0	1	0
а з приходом весни ...це просто журба	0	0	0	1	0
от  накаркав, п'ю каву, зовсім розбита :/	0	0	0	1	0
Гірше безсоння це голод :/	0	0	0	1	0
От шкода, що ви не в Познані, я теж хочу.	0	0	0	1	0
сама я таке не втну...а допомоги годі чекати;(	0	0	0	1	0
та найбільше мені жаль малюка в мами на руках, місяці 3 десь має.	0	0	0	1	0
ох, як я хотіла піти, але доля грає злий жарт :с	0	0	0	1	0
*троха сумний смайлик а може і два*	0	0	0	1	0
Скучила за  'ом і його кучериками!	0	0	0	1	0
Сумно, але в цьому є своя романтика	0	0	0	1	0
скушно без Сітілайта шось. нема від кого пака прочитати.	0	0	0	1	0
А ще я маю сісти за уроки, але не можу зібратися і припинити ридати	0	0	0	1	0
Я не була в бабусі від листопада:(	0	0	0	1	0
Я он на тиждень сама лишилась і вже вмираю	0	0	0	1	0
В 2004 в мене померли дід і баба.	0	0	0	1	0
Однокласники обговорюють як їм не сподобався 2015рік, дурненькі-чим далі, тим ще гірше.	0	0	0	1	0
Але цього року ще гірше зі зв'язком.	0	0	0	1	0
шкода. я б своєму могла подарити, але він мені не попався	0	0	0	1	0
от діідько ;( тоді в Дінамо шансів канешн ніт.	0	0	0	1	0
і ніби й більше менш норм почуваюсь, а температура є	0	0	0	1	0
так( мені захотілось обійняти його і пожаліти	0	0	0	1	0
ти його не знала,то чого плакати за незнайомою людиною. . .історія дуже схожа,як в моєї бабусі	0	0	0	1	0
					
всім нам притаманна віра у краще, але ми обидва знаємо, що реалії засмучують. то в казках так буває.	0	0	0	1	0
Я от шкодую, що не став пайтоністом.	0	0	0	1	0
Ох, як же я сумувала за цими теплими словами в смс від вас	0	0	0	1	0
Так втомивсь, шо немає сил додому їхати.	0	0	0	1	0
шкода, чесно кажучи :с закохані ж дійсно милі, коли палку не перегинають(	0	0	0	1	0
крім гречки і рису вдома закінчився і інтернет. . .	0	0	0	1	0
та я б з радістю, але коли, в мене все загружено	0	0	0	1	0
не можу, в мене не буде відпустки:(	0	0	0	1	0
так стає мені сумно, коли читаю пости мам в гевешній групі про садочок у 6 місяців.	0	0	0	1	0
доброго ранку. . .шось не дуже доброго правда. . .	0	0	0	1	0
дивно, що в них цього року прем'єра не з 8 березня	0	0	0	0	1
Думаю, чому на мене так люди дивляться.	0	0	0	0	1
А так як мені ніколи майже нічого не сниться,то це дивно.	0	0	0	0	1
- Тобі не вистачає цукерок?	0	0	0	0	1
Подивилась"Дівчину з Данії" і тепер просто не розумію чому фільм не отримав Оскар	0	0	0	0	1
І що цікаво (насправді ні) мають підтримку.	0	0	0	0	1
БОЖЕ, ТАНЯ, ти мужик, чи ні? припини нити і йди спати.	0	0	0	0	1
щічки горять...хто там мене згадує,га? :))	0	0	0	0	1
ніколи б не подумала, що ми настільки різні)	0	0	0	0	1
боже, боюсь зглазити, але до мене прийшло азарєніє! і якшо це дійсно воно, то я нарешті закінчу жовтневий алко-місяць	0	0	0	0	1
сьогодні проснулась з мисльою "де я?", аж потм до  мене дошло шо я за сотню км від дому і я у дівчини	0	0	0	0	1
Звідки я можу знати цю пісню???	0	0	0	0	1
Автокорект тим часом пропонує написати 'приємно знати, що у цьому світі є євро' Цей телефон таки щось про мене зрозумів за три місяці користування!	0	0	0	0	1
не знала, що між ними щось є:)	0	0	0	0	1
А ти був чемним цього року!?	0	0	0	0	1
вау, ну така фатальність точно має закінчитись в ту ж мить, як почалась	0	0	0	0	1
А знаєте, що не дивно?	0	0	0	0	1
Якось странно, шо мені сподобався хлопець і він басист.	0	0	0	0	1
тому, що ти там працюєш?	0	0	0	0	1
Скоріш, це вона мене вразила.	0	0	0	0	1
не знала що можна пиво заміняти квасом:)	0	0	0	0	1
І як в неї це получаєтця???	0	0	0	0	1
і   це ретвітнув...? воу воу...	0	0	0	0	1
мене наразі цікавить звідки і чому 80? для більшого ТРАГІЗЬМУ, чи ще для чого?	0	0	0	0	1
Класно, не знала, що їх кілька було	0	0	0	0	1
На мене ВНЄЗАПНО звалилася ще одна вакансія.	0	0	0	0	1
Чому Борис Михайлов російський фотограф	0	0	0	0	1
ми так давно не вилазили в місто вдвох, що аж дивно.	0	0	0	0	1
Це дуже дивно — знати те, чого не було насправді.	0	0	0	0	1
Якось це трохи дивно звучить.	0	0	0	0	1
Якось дивно всетаки, якщо пм буде на мітингу зі шпицями	0	0	0	0	1
Як би я особисто не любив би Луценка, але це вчинок.	0	0	0	0	1
невже це таки сталось? ти його нарешті скачав?	0	0	0	0	1
ууууу вапщє не така як я уявлялаааа	0	0	0	0	1
ми дивились фільм, де майже 50річний Менсон грав підлітка)))	0	0	0	0	1
о, це ж тобі вже їісти можна) який ефект помітила?)	0	0	0	0	1
Не розуміла, чому вже другу годину не можу заснути, а це ж "Приват" націоналізують.	0	0	0	0	1
так дивно читати про тебе водія))	0	0	0	0	1
Бачили, як з під шконаря закукурікало?	0	0	0	0	1
ой, що? що? що? що?	0	0	0	0	1
в чому аж так багато?	0	0	0	0	1
Не уявляю як ним їздити по Львову :) в Дубні я їду по тротуарах:)	0	0	0	0	1
а я думала таке тільки в мемах буває	0	0	0	0	1
Як можна їсти лежачи рідке молоко і при цьому спати?	0	0	0	0	1
- Як ні в кого?	0	0	0	0	1
о! це те що треба!))	0	0	0	0	1
не знала, що ти вже мама)	0	0	0	0	1
мені просто цікаво, за рахунок чого ви пропонуєте підняти рівень зарплат?	0	0	0	0	1
це дуже дивно, що ми де про тебе не говорили.	0	0	0	0	1
Шо за ничиста сила із супу всміхаєця!?	0	0	0	0	1
невже це нарешті сталося зі мною...?	0	0	0	0	1
З якого це дивна купу людей запитало сьогодні як я себе почуваю?	0	0	0	0	1
шо бери. . .як нічо не дають	0	0	0	0	1
навіть мене не захочеш бачити ?	0	0	0	0	1
випила води, стало погано.  що за дічь?	0	0	0	0	1
Такого я ще не бачила, аж цікаво.	0	0	0	0	1
чекайте, а як ви знали,що вони вже прийшли? думала пошта не працює на свята.	0	0	0	0	1
укрпошта прям як ракєта, аж дивно	0	0	0	0	1
сьогодні на Московіаді з відкритим ротом спостерігала за руками одного актора. такі вже вони в нього експресивні були!	0	0	0	0	1
це компліменти у тебе такі?	0	0	0	0	1
ХЕЕЙ, та мені ж цікаво	0	0	0	0	1
Чого у Львові такі страшні баби?	0	0	0	0	1
Виявилось, що це БІЛКА за вікном!	0	0	0	0	1
І от подивилась і мені цікаво - з чого ти робила такі висновки?	0	0	0	0	1
Досить дивно, що не трапило на очі і навіть не чув нічого за такий шкандаль.	0	0	0	0	1
хорор наніч, не втомлююсь дивуватись людям	0	0	0	0	1
А от щоб просто молода пара через батьків розходилась- то дивно мені	0	0	0	0	1
Двічі в одне і те ж місце?	0	0	0	0	1
От не можу понять, це я на сьільки страше виглядаю, чи для мужичків норма ліпнуть до малолєток?	0	0	0	0	1
Відкриваю один і не розумію,чому до мене звертаються на ім'я Олеся.	0	0	0	0	1
Зовсім не відчуваю, що мені вже завтра їхати.	0	0	0	0	1
Чого в мене зараз таке відчуття, ніби я збила пішохода і втікла з місця аварії	0	0	0	0	1
сподівався по тихому удєльноє княжєство собі зарубати. но что-то пошло нє так.	0	0	0	0	1
Дивний факт: Euronews|Russian теж ватний аж скрипить.	0	0	0	0	1
мені також дивно з обурень про ех.uа))	0	0	0	0	1
а я не впізнала Романа —буде багатий	0	0	0	0	1
Найдивовижніша відповідь яку я отримала бо не зрозуміла,що означає	0	0	0	0	1
То він так швидко приїхав?	0	0	0	0	1
ніколи не думала, що буду на нетбуці моделити і креслити... страшно андроїд купляти))	0	0	0	0	1
Зайшло ок, думав буде сильно гірше	0	0	0	0	1
- ну ви і чудики!	0	0	0	0	1
Ти думав все так просто буде?	0	0	0	0	1
5 локацій в одному приміщенні?	0	0	0	0	1
Шо ж так важко це запам'ятати ?	0	0	0	0	1
хіба в цих фактах є щось аморальне ???	0	0	0	0	1
Чому цей прекрасний бар закривається о першій??	0	0	0	0	1
Дивно, та чим далі живемо тим рідніші стали.	0	0	0	0	1
Вітаються зі мною на вулиці. . .я посміхаюся . . .і не знаю, хто це))	0	0	0	0	1
Круто! погуглила то там і підйомники є!	0	0	0	0	1
Не знаю,яким дивом, але я проснулась вчасно:)	0	0	0	0	1
