text	Joy	Fear	Anger	Sadness	Disgust	Surprise
хто би міг подумати...нема нормальної позитивної фотки...де я сама)	0	0	0	0	0	1
ок, труся, я тебе недооцінювала, твіт за 10 жовтня. серйозно?	0	0	0	0	0	1
Цікавих випадків було більше  Не здається?	0	0	0	0	0	1
Світло у вагоні не виключають. . .дивно	0	0	0	0	0	1
думала здалося...вперше побачила просто, а всі тільки про них і говорять.	0	0	0	0	0	1
От і я над цим часто задумуюсь...нащо?	0	0	0	0	0	1
ооо, і цей мені пише	0	0	0	0	0	1
Славко пише такі твіти ніби все життя не жив в Україні і тепер його це дуже дивує... а чи жив чи не жив?	0	0	0	0	0	1
Я спочатку аж стала, як укопана бо думала Оля йде.	0	0	0	0	0	1
У мене якось так дивно вени видно.	0	0	0	0	0	1
						
неочікувано:) може спочатку б на побачення?	0	0	0	0	0	1
ох нічого собі, мавка, ти красава)	0	0	0	0	0	1
чому всі так .... на Esquire?	0	0	0	0	0	1
це дуже странно - включити комп і не включити ворд.	0	0	0	0	0	1
як це нема такої моди?	0	0	0	0	0	1
обоже, це ж якій к-сті твіттерян він сниться!	0	0	0	0	0	1
Шо могло бути дивнішим за це?	0	0	0	0	0	1
Щиро не розумію, як усі ці люди навколо мене сплять.	0	0	0	0	0	1
це за цього шефа з котрим в тебе внезапний роман?	0	0	0	0	0	1
це випадковість, хіба не зрозуміло? і українська розкладка в мене є	0	0	0	0	0	1
Дивно, невже в HR сезон відпусток?	0	0	0	0	0	1
значить лякать стрьомом мона, а притусовуватись нє?	0	0	0	0	0	1
Після ейрфорсів взула 999ньюбеленси і в них якось дивно ходити.	0	0	0	0	0	1
странна но можедаже і приятна історія про те як я знаю одну пісню дорна і то не його авторства.	0	0	0	0	0	1
Не помічала за собою такого, але все ж	0	0	0	0	0	1
о_О а до 4ранку хто рендерив вчора!!	0	0	0	0	0	1
моя кофта досі пахне тобою, дивно.	0	0	0	0	0	1
RT : Опа - день народження?!	0	0	0	0	0	1
Я якось в одному із закладів Рівного попросила зробити каву без кофеїну, то на мене подивились як ніби я попросила стаканчик крові дракона	0	0	0	0	0	1
Я таких злих людей давно вже не бачила	0	0	0	0	0	1
гхм.. цікаво. це де таке?	0	0	0	0	0	1
- Чому тільки пів 4, а вже так темно?	0	0	0	0	0	1
чувак дуже дивно дивиться на мої забиті костяшки.  ніколи дівчину з робитими руками не бачив?:D	0	0	0	0	0	1
а як ти їх впізнала?:)))) - один в купе це сильно!хтось по дорозі приєднався?	0	0	0	0	0	1
Стартапи в Черкасах - вони існують!	0	0	0	0	0	1
Трохи дивно, коли проходиш повз заправочну станцію, а там з ніг збиваючі аромати домашньої випічки.	0	0	0	0	0	1
Ви не повірите, але виявилося, що мій кіт заробив за 15 років і чесно придбав 200 квадратних метрів елітного житла.	0	0	0	0	0	1
не понімаю, що тим мужикам не вистачає!!! :(	0	0	0	1	0	1
а взагалі, дивно шо мені раніше прийшло :D	0	0	0	0	0	1
Оце так гості в Черкаси їдуть!	0	0	0	0	0	1
цікаво що у православних є 8 гріх - сум у католиків він замінений на заздрість... ...але знань мені бракує, треба щось почитати про таке	0	0	0	0	0	1
от ще цікаво, як деякі люди здатні настільки організовано все встигати? серйозно, хочу таку суперсилу.	0	0	0	0	0	1
вчора подумала: це ж можна вже в чоботах ходити!	0	0	0	0	0	1
В мене ледь очі не випали, коли я побачила, що вона в Києві	0	0	0	0	0	1
Дивний такий, щось там торохтів.	0	0	0	0	0	1
дивна якась ця історія з гаманцем. . .	0	0	0	0	0	1
Так дивно бачити старого Олівера о.о	0	0	0	0	0	1
ляя тебе шо навчити нормально освідчуватись?	0	0	0	0	0	1
Я уявляла що це значно складніше.	0	0	0	0	0	1
ліл. ви самі реально, без стьобу в це вірите? серйозно?	0	0	0	0	0	1
спочатку я була трохи скептично налаштована проти "Магаричів", але хлопці відмочили)) щей гонили на вічну тему "Ви Ро Би";)	0	0	0	0	0	1
в мене була гірша думка про них	0	0	0	0	0	1
як сталось, що такий класний хлопець програв вибори? злочинні олігархи обдурили народ? так Міхо ж усіх пересадив, чи як?	0	0	0	0	0	1
Дивуюсь тим філологам, бо вони знають як і що правильно пишеться, що з чим вживається, всі можливі застарілі слова, "respect" одним словом!	0	0	0	0	0	1
Це так дивно  Прям цікаво..	0	0	0	0	0	1
Я 9:20: ааааааа, всмислі вже 9:20?!?!?!?!?!	0	0	0	0	0	1
так, його стиль неймовірний. якось трохи послухала "Лоліту"	0	0	0	0	0	1
а як може бути балкон на першому поверсі, а?	0	0	0	0	0	1
а то як так, шо 50% цитат, що ви наскидали, - про любов?	0	0	0	0	0	1
Не знала про цього бота для паспортів.	0	0	0	0	0	1
 ого неочікувано:D поповнила свою колекцію читабельності мого прізвища.	0	0	0	0	0	1
Непристойно швидка і неочікувана покупка.	0	0	0	0	0	1
мені здалося, чи ти чуть не сказав Оля Білочка, замість Оля Супрун? )))	0	0	0	0	0	1
дивно, що у словниках нема слова „першоопис“.	0	0	0	0	0	1
