text	Joy	Fear	Anger	Sadness	Disgust	Surprise
З нами подорожує пацан, в якого волосся настільки жирне і засмоктане, що здається, ніби воно мокре.	0	0	0	0	1	0
Я ще про вирваний кадик чула	0	0	0	0	1	0
Гірше зливу пралки в ванну лише злив пралки в унітаз.	0	0	0	0	1	0
Сиджу в ванній кімнаті і дивлюсь на какашки в киціному лотку.	0	0	0	0	1	0
просто відкрив холодильник і тепер побачене весь день перед очима.	0	0	0	0	1	0
Я тут на новому бачила шоу з Поляковою "зіркові яйця" чи якась так, ото вже зовсім мрак	0	0	0	0	1	0
Дико смердить гнилою картоплею.	0	0	0	0	1	0
Тут ще й цигарками тхне.	0	0	0	0	1	0
мене нудить від приготування їжі	0	0	0	0	1	0
до речі будьте уважні як купуєте сирки плавлені. на деяких пачечках пише шо продукт молоковмісний сирний плавлений. лайно ше те. порівнювала	0	0	0	0	1	0
ясно в силі. той же епіцентр вже з народом, гидко.	0	0	0	0	1	0
я вражена такими дорогими призами!	0	0	0	0	0	1
Аввв Я зараз дуже в великому шоці Дяяякую	0	0	0	0	0	1
сама неочікувала тої реакції, розміри бокалу навіть мене вразили.	0	0	0	0	0	1
не може бути, а чому?	0	0	0	0	0	1
якісь ви странні. я з собою їсти носю.	0	0	0	0	0	1
У мене сьогодні в школіпитали, си не боюсь я у вишиванці фоткатись на документи, бо "за кордоном і відхватити за таке можна" . шоооо???	0	0	0	0	0	1
Шооо у нього з голосооооом?!	0	0	0	0	0	1
RT : Шо то виходить, всі Олі троха тойво, бісексуалки)	0	0	0	0	0	1
о, то ти писала? і як с:?	0	0	0	0	0	1
всмислі? чого то я така?	0	0	0	0	0	1
А з тел наче норм) але я хз як люди ходять з таким.	0	0	0	0	0	1
я тебе взагалі майже ніколи нафарбованою не бачила)	0	0	0	0	0	1
Боже яка ж ти крута німагу	1	0	0	0	0	1
...ви також думаєте що сьогодні вже неділя?	0	0	0	0	0	1
дивно, але не користуюся таким в Еверноті:/	0	0	0	0	0	1
Ніколи б не подумала,  що завдяки ЛГШ знайду людину яку покохаю я і яка покохає мене, без фальшу, по-справжньому.	1	0	0	0	0	1
T-One. я сама про то не знала, а потім побачила фотки з корпоративу компанії і сматрю - він там грав. подумала ну нічосі	0	0	0	0	0	1
Дивна ти баба, кажу ш роби як знаєш	0	0	0	0	0	1
Окей, я навіть не задумалася, що це може бути так зашкварно	0	0	0	0	0	1
Сама не розумію, як так сталося.	0	0	0	0	0	1
щось я не зрозуміла комент?!	0	0	0	0	0	1
А що, цей канал досі існує?	0	0	0	0	0	1
дихати випарами від виробництва аміачної селітри?	0	0	0	0	0	1
Чому я почуваюсь втомленою і виснаженою навіть тоді, коли, по суті, нічого не робила?	0	0	0	0	0	1
І от що це було?	0	0	0	0	0	1
дивно.є люди які мені ніколи не сняться.	0	0	0	0	0	1
 чому ти не дозволяєш собі "інколи" відпочинок? )	0	0	0	0	0	1
шось не помічала коли ти таке думав	0	0	0	0	0	1
ну в бабусі на клумбі то одне, а коли то клумба в центральному парку місто то трохи дивно.	0	0	0	0	0	1
в секонді ціни теж жесть	0	0	0	0	0	1
недавно бачила дівчину, що вийшла з машини спеціально, щоб викинути бичок у смітник. ну розуму нема, але совість є.	0	0	0	0	0	1
ой, хто такий Андрій Дикань?О_о	0	0	0	0	0	1
все так погано? я начебто трішки читав навіть	0	0	0	0	0	1
дивно від тебе читати про заміж)	0	0	0	0	0	1
на скільки сильно змінився Бориспіль, навіть у порівнянні з тим, що було пару років тому.	0	0	0	0	0	1
коханий ;) так дивно, він нічого не твітить але його впізнають))) селебріті	0	0	0	0	0	1
						
в обідню перерву понеділка я зачємто дізналась що голубовський спить голий в гостях.	0	0	0	0	0	1
не розумію - вас за віщо?	0	0	0	0	0	1
ну і нахіба я прийшла на роботу за дві години до відкриття?	0	0	0	0	0	1
це саме дивне, і грошей не багато було, і візитки мої. . .хіба що на флешку полакомились	0	0	0	0	0	1
ой- вей брррр вона реально жива?	0	0	0	0	0	1
та да! після таких історій відчуття, що в мене на якомусь етапі була зупинка розвитку...невже універ?RT це неймовірно ))	0	0	0	0	0	1
а шо вже є? пачом фанки?	0	0	0	0	0	1
, таке передбачення в листопаді??)))	0	0	0	0	0	1
коли я вчора погоджувалась на всі activities, я не очікувала, що все буде отак.	0	0	0	0	0	1
як це?в неті дивимось то ніби є,карабас.ком	0	0	0	0	0	1
Я якийсь час тому думала, де ти пропав, а тоді Д. відкрив мені очі гг	0	0	0	0	0	1
- *лайкає фотку колишнього* - БОЖЕ НУ ТИ РІЗКОВА БАБА!	0	0	0	0	0	1
У двох однакових коробках фарб - різні кольори, приємний сюрприз!	1	0	0	0	0	1
невже ще не скінчився концерт? більше трьох годин-ото свято!	0	0	0	0	0	1
як можна не любити Гварцю, якщо це Гварця?	0	0	0	0	0	1
от якраз восени мінімізувала, думала буде гірше, а стало краще.	0	0	0	0	0	1
а шо це, шоце? я шось не бачила такого?	0	0	0	0	0	1
та, вони дивні. . .	0	0	0	0	0	1
Укр.виробник. але 1,5к. 1,5к, Карл!	0	0	0	0	0	1
наприклад, вона при знайомстві , купила  картоплю фрі, бо він був голодний.	0	0	0	0	0	1
дивно, останні відгуки від всіх були позитивні:)	0	0	0	0	0	1
я навіть не знаю яку таку наводящу, я не очікувала там його побачити.	0	0	0	0	0	1
вона якось дивно читає, щось не чіпляє за душу ._.	0	0	0	0	0	1
ну як сказати, там все досить детально і неочікувано (ніби автор сам там був)	0	0	0	0	0	1
чому всі, кому я дзвоню о 9-10 ранку посилають мене?	0	0	0	0	0	1
Шось дивне, я про читачів)	0	0	0	0	0	1
Нашо трактору такі великі задні колеса?	0	0	0	0	0	1
О Боги, ще такого не чула..."жива їжа" це у нас хто?))	0	0	0	0	0	1
Почула кілька компліментів, від людини, яка ніколи не робить нікому компліменти Вот ета уравєнь	0	0	0	0	0	1
а чому безкоштовна? де падвох?	0	0	0	0	0	1
від мого бронхіту вони хіба злякатись можуть)	0	0	0	0	0	1
Малувато юшки на підлозі під боровом і чомусь _ще живий_ А так плюсик.	0	0	0	0	0	1
подивилась реплаї і не зрозуміла, чому люди не шарять .-.	0	0	0	0	0	1
Я забула, що таке існує:(	0	0	0	0	0	1
*дзвонить* - ну що, вітаю, тисячниця. не кинеш мене, не відпишешся, не видалиш з друзів?  чому я так ржу?	0	0	0	0	0	1
Ну як можна скласти найгірший портрет людини знаючи лише пару фактів.субєктивно.	0	0	0	0	0	1
Але видаляти з друзів у фб і видаляти лайки то дивно, хіба ні?	0	0	0	0	0	1
дивно слухати все на рос.	0	0	0	0	0	1
То дивно, але круто  Зазвичай інші не розуміють	0	0	0	0	0	1
ТИ, ЩО БЕЗ ЧАШКИ П'ЄШ ЧАЙ?	0	0	0	0	0	1
я ніяк не можу зрозуміти, чому їм вигідно так дешево продавати.	0	0	0	0	0	1
Ти ще куриш на ходу в таку погоду.	0	0	0	0	0	1
 прошу) не розумію, чому перші трибуни геть без людей.	0	0	0	0	0	1
Той самий момент, коли "чєловек с лішнім вєсом" та у "рваному носку" схватив намертво за яйця "спартсмєна у довгих штанах".	0	0	0	0	0	1
я одна бачу ". . ."??	0	0	0	0	0	1
Мої враження і пару слів від себе.хммм. странно	0	0	0	0	0	1
а ви досі вірите,що її привезуть?	0	0	0	0	0	1
Хз, нашо я всім цим людям?	0	0	0	0	0	1
Дуже дивне опитування, в якому повністью відсутня логіка і будь який сенс, але мені потрібна відповідь	0	0	0	0	0	1
Вот як це можна було так вгадати?!	0	0	0	0	0	1
Знайомий розпитував,чому я не хочу заміж: -Як так?Ти боїшся?	0	0	0	0	0	1
Чому в нашому суспільстві таке дивне сталення до оголеної натури?	0	0	0	0	0	1
дивно.....дивно) насолоджуйся хоч тим, що є :)	0	0	0	0	0	1
Щойно на вулиці: - от цікаво щоб ви робили якби не ці ґаджети! - книжки читали б) - ну да, тепер хтось читає!   :)	0	0	0	0	0	1
						
Несподіванка - це коли отримуєш подарунок від батька, якого бачила за останні 4 роки лише один раз на своє дн	0	0	0	0	0	1
геть не здогадалися про такий варіант )	0	0	0	0	0	1
Я ще досі не розумію, чому так.	0	0	0	0	0	1
						
Що це за мода стала, що в новобудовах такі кухні величезні?	0	0	0	0	0	1
серйозно тебе це зацікавило о другій ночі?	0	0	0	0	0	1
Ну як так можна було протупити?	0	0	0	0	0	1
мерсі) ти бач. яка я мажорна)	0	0	0	0	0	1
Але коли говорила з акторами, то було дивно	0	0	0	0	0	1
о, ти вже маєш нову роботу?	0	0	0	0	0	1
Черговий бутік, а думала ресторанчик буде.	0	0	0	0	0	1
Як для людини, яка не не любить макарони і хліб—це дивно)	0	0	0	0	0	1
Якби не були на дворі то я б може й не повірила :)	0	0	0	0	0	1
Уже читаю, а ти хто взагалі?	0	0	0	0	0	1
На диво всі пісні про кохання та стосунки в сім'ї.	0	0	0	0	0	1
моя прабабця померла під час аборту. через два тижні її чоловік привів до хати нову жінку.	0	0	0	0	1	1
Постійні затори в центрі, серйозно? дякую, не треба.	0	0	0	0	0	1
а чо так тихо в твіторі. ви спите? вчора якесь сьвато було і ви пізно полягали?	0	0	0	0	0	1
Вона стала дуже страшною( чому люди так себе запускають(	0	0	0	0	0	1
о то ти один із спікерів?	0	0	0	0	0	1
ти якого милого о півчетвертої ще не спала?	0	0	0	0	0	1
Ну ти ніжнуся, морозів боїшся? :)	0	0	0	0	0	1
Але ж я не вмію водити авто:D Крейзі.	0	0	0	0	0	1
Я й не знала, що вареники з ними можна робити.	0	0	0	0	0	1
а хто сказав що я про тебе?	0	0	0	0	0	1
о! сьогодні день народження? то вітаю!!	0	0	0	0	0	1
і знову ж таки ніякої поліняки. я всерйоз задумалась: мо я дійсно себе чемно і слухняно протягом року поводила... аж страшно стало.	0	0	0	0	0	1
а шо там такого страшного в стрічці?)	0	0	0	0	0	1
Пішов проти системи чи що	0	0	0	0	0	1
ой а що то є?	0	0	0	0	0	1
Я точно не твій кіт?	0	0	0	0	0	1
(ніколи не думала, що ще це скажу)	0	0	0	0	0	1
Ну що ти, чудова пісня жи.	0	0	0	0	0	1
дивно, але я бачу Скаллі та Хенка Муді...	0	0	0	0	0	1
я від нього меншого очікувала, а виявилося справді те що треба!	0	0	0	0	0	1
ти там була!!!? там і справді так красиво і замки як на фоточках?	0	0	0	0	0	1
Дивно, зовсім не мій типаж.	0	0	0	0	0	1
- мені ще треба ехолот - нащо?	0	0	0	0	0	1
Робить це дивним чином одночасно.	0	0	0	0	0	1
Чого б я мала зараз допомагати вам це компенсувати?	0	0	0	0	0	1
Не знаю, чи тупо, але трохи дивно, як мінімум.	0	0	0	0	0	1
всі чомусь плутають, а мені то дивно так )))	0	0	0	0	0	1
ви дійсно вважаєте, що нічого не робиться? серйозно?	0	0	0	0	0	1
Так, дивно  Але люди теж на нормальних мало тягнуть	0	0	0	0	0	1
такого ви ще не бачили	0	0	0	0	0	1
ну ти і звір! ))	0	0	0	0	0	1
Божечки, це ж в більшої половини моєї стрічки п‘ятниця вже всьо.	0	0	0	0	0	1
а теест оголошення який грамотний!	0	0	0	0	0	1
ну знаєте, я сама оце вчора згадала, а ви як зреагували швидюсінько)	0	0	0	0	0	1
а я то думала...он воно що!	0	0	0	0	0	1
жити у Львові 16 років і побачити кондуктора та контролера ВПЕРШЕ в Києві!	0	0	0	0	0	1
І навіть у Кельменцях море няшних хлопців - що нереально дивно	0	0	0	0	0	1
Хоспадє, чому всі такі високі?	0	0	0	0	0	1
Як ти міг про то дізнаися?	0	0	0	0	0	1
Отето поворот Хто б міг подумати?	0	0	0	0	0	1
RT : як дивно: люди які постійно використовують інших - коли їх використали 1раз - дивуються з цього....!!!	0	0	0	0	0	1
						
Путен, расія, Путен – дивно бачити таке у НЕ росіянина. послідовність – кредо, так?	0	0	0	0	0	1
ну шо той Харві так носиться з тим Майком!	0	0	0	0	0	1
От чого у момент,коли треба висловити навіть найменше невдоволення, я починаю почуватися дурною істеричкою,а моє раціо проти такої поведінки	0	0	0	0	0	1
А тут зараз проходить гра студентської ліги "Що?	0	0	0	0	0	1
- Я не знаю такого слова?!	0	0	0	0	0	1
Хто ще не знав, що на ці вихідні в Черкасах твітусінг?	0	0	0	0	0	1
Екзамен мав бути завтра, а тепер буде аж в понеділок! це норм?	0	0	0	0	0	1
Ніколи не думала, шо гуглитиму тексти Вінника	0	0	0	0	0	1
зайшла в таймхоп і виявилось, що минулого року в цей ж день я також роздумувала, чи йти мені гуляти, чи ні.  і також не пішла.	0	0	0	0	0	1
Досі не розумію, навіщо мене народжували.	0	0	0	0	0	1
А ще пару місяців тому я не те що його не їла, навіть не хотілося.	0	0	0	0	0	1
ну от і мені дивно)	0	0	0	0	0	1
зима при плюсовій температурі мене вганяє в паніку.вас не турбує факт шо якесь там грудня 15р. було найтеплішим за останній вік?	0	0	0	0	0	1
опа, а я вже думала, що одна тут Стрикала слухаю	0	0	0	0	0	1
це означає, що немає культури ведення укаунту в соц.мережах...а якщо це, наприклад, відомий журналіст, то це дивно	0	0	0	0	0	1
як це роздумуєте?О_О це ж IT-....	0	0	0	0	0	1
житейське:чому тати,що гуляють з дітьми викликають таке умілєніє?жіночки 9 місяців гуляють ниотходяоткаси.а уміляються тіко татами і дітьми.	0	0	0	0	0	1
дивно, в мене схожа ситуація була з кур'єром, тільки намилила голову — дзвінок в двері.	0	0	0	0	0	1
Я не можу зрозуміти, чому ім'я Ліда мені асоціюється з холодцем.	0	0	0	0	0	1
О Боги,  так ти з БЦ,  ми випадково не пересікались у реалі?	0	0	0	0	0	1
о,в піцерії де нікого нема ніколи, є ще 3 людей!	0	0	0	0	0	1
як ти можеш таке казати? шоб я і бісилась від Віктора Павліка? пф, Іринко	0	0	0	0	0	1
Ой лишенько, що то коїться?	0	0	0	0	0	1
звідки ти це так швидко знаєш?)	0	0	0	0	0	1
На шо він сказав, що не страшно.	0	0	0	0	0	1
- нам, будь ласка, окремі рахунки - та я вже розрахувалася - та? о, спасибі! - та ні, за себе розрахувалася	0	0	0	0	0	1
Те шо відбувається зараз в Москві, це тупо дикий треш. я думала такого вже нама.	0	0	0	0	0	1
Дивно, бо там навіть модель відмічена)	0	0	0	0	0	1
